order_id,product_name,category,order_date,revenue,region
56,Bread,Produce,2023-06-11,498.30224316803975,Central
57,Vegetables,Grains,2023-07-02,253.8519430598183,West
58,Vegetables,Grains,2023-03-08,400.20237077770923,East
59,Bread,Grains,2023-12-21,322.1464661731416,West
60,Bread,Meat,2023-02-08,208.7150856375005,East
61,Fruits,Dairy,2023-05-16,15.793288377379449,South
62,Milk,Produce,2023-11-29,140.7321171326135,East
63,Vegetables,Bakery,2023-03-01,76.60968653301663,Central
64,Rice,Dairy,2023-04-18,396.60194955806224,Central
65,Rice,Bakery,2023-08-14,326.8110044308953,East
66,Rice,Meat,2023-12-01,369.6059828694484,West
67,Chicken,Dairy,2023-01-08,462.09933808220524,South
68,Bread,Meat,2023-05-30,23.348959112125478,East
69,Vegetables,Dairy,2023-05-22,182.20902763172364,West
70,Milk,Bakery,2023-04-08,413.5285839941959,South
71,Milk,Bakery,2023-12-16,368.10160572845353,Central
72,Rice,Grains,2023-03-08,242.24074936640423,North
73,Bread,Grains,2023-10-23,328.3119643770825,West
74,Chicken,Bakery,2023-02-08,194.15350171926343,South
75,Bread,Dairy,2023-03-08,57.83696270829432,Central
76,Milk,Dairy,2023-10-16,142.81291871473505,South
77,Bread,Produce,2023-11-27,278.63059601702884,West
78,Bread,Bakery,2023-11-18,328.1726457384416,East
79,Fruits,Dairy,2023-01-23,339.4289967030605,Central
80,Vegetables,Grains,2023-08-29,328.024101414151,South
81,Chicken,Produce,2023-03-19,171.8036202791859,East
82,Bread,Produce,2023-10-28,498.1344373135655,Central
83,Milk,Grains,2023-01-24,175.03678527496368,Central
84,Rice,Dairy,2023-11-15,417.8288347516569,North
85,Eggs,Bakery,2023-05-21,476.05961205786076,North
86,Milk,Bakery,2023-10-18,202.4640128055036,South
87,Bread,Meat,2023-10-12,87.34361073016825,West
88,Rice,Dairy,2023-09-11,451.1377718185554,East
89,Rice,Dairy,2023-05-20,239.6960533519044,South
90,Eggs,Bakery,2023-11-07,27.278324117495057,East
91,Vegetables,Dairy,2023-01-27,251.7344665719019,West
92,Vegetables,Bakery,2023-05-25,228.2305623162087,South
93,Eggs,Bakery,2023-04-29,110.95735915429614,West
94,Rice,Bakery,2023-07-09,400.6048684280174,North
95,Vegetables,Grains,2023-03-05,84.0582268060975,West
96,Rice,Produce,2023-01-21,119.0363206249869,South
97,Fruits,Grains,2023-12-04,437.95018065431685,North
98,Fruits,Bakery,2023-12-25,151.69138136943832,North
99,Fruits,Meat,2023-02-02,215.15056116799482,East
100,Eggs,Meat,2023-04-04,66.81375115681084,West
101,Chicken,Produce,2023-03-03,371.08074335940915,East
102,Bread,Bakery,2023-03-26,440.35229471080174,South
103,Chicken,Produce,2023-01-04,175.09931800312557,South
104,Fruits,Dairy,2023-10-28,82.8736635873585,North
105,Rice,Bakery,2023-02-22,74.12941751910577,North
106,Fruits,Meat,2023-07-08,492.38731039049696,West
107,Rice,Grains,2023-06-24,131.28554498154458,West
108,Milk,Grains,2023-03-07,368.24454772485956,West
109,Milk,Bakery,2023-06-19,321.9794639320719,East
110,Vegetables,Produce,2023-05-29,295.40961297007266,Central
111,Chicken,Grains,2023-12-19,446.731433330163,Central
112,Fruits,Bakery,2023-07-06,214.1308388248516,West
113,Fruits,Grains,2023-10-05,207.27433421652805,North
114,Chicken,Produce,2023-05-24,214.56073873205577,East
115,Chicken,Dairy,2023-06-20,217.40211755480738,South
116,Chicken,Grains,2023-07-20,14.93079754056636,West
117,Eggs,Meat,2023-06-16,30.72992351489349,East
118,Eggs,Produce,2023-07-26,401.62932007063006,South
119,Chicken,Dairy,2023-05-11,291.8389329829076,Central
120,Eggs,Bakery,2023-01-16,216.21472802076994,South
121,Bread,Grains,2023-09-23,457.9110129040143,West
122,Eggs,Bakery,2023-07-18,165.55436938336553,Central
123,Chicken,Bakery,2023-10-28,334.9269886408663,North
124,Vegetables,Produce,2023-05-27,399.08153244688805,Central
125,Bread,Produce,2023-12-20,234.56320447064672,West
126,Eggs,Grains,2023-02-22,182.67304339391592,North
127,Vegetables,Bakery,2023-03-04,19.231741218407628,South
128,Vegetables,Grains,2023-09-26,53.201598200904755,South
129,Chicken,Produce,2023-04-27,443.1128484032933,East
130,Fruits,Dairy,2023-03-20,197.22037120616093,Central
131,Milk,Meat,2023-05-08,459.21203322620414,East
132,Bread,Bakery,2023-02-12,333.2763650779938,North
133,Vegetables,Meat,2023-08-18,490.24049936547647,Central
134,Fruits,Dairy,2023-11-30,378.330517063707,West
135,Fruits,Meat,2023-08-14,5.527591185061905,Central
136,Milk,Grains,2023-01-27,235.41800094718337,South
137,Vegetables,Grains,2023-12-30,408.64677988292493,East
138,Vegetables,Bakery,2023-08-20,143.63494523897353,East
139,Rice,Meat,2023-03-29,357.68529812295105,East
140,Vegetables,Produce,2023-03-31,143.3475554017415,South
141,Chicken,Dairy,2023-08-18,80.86666447990449,South
142,Milk,Dairy,2023-10-11,19.088735361162684,North
143,Rice,Meat,2023-09-03,459.8321497375702,West
144,Bread,Produce,2023-08-19,427.5578045933388,Central
145,Vegetables,Bakery,2023-07-31,198.5518841780224,East
146,Eggs,Grains,2023-01-17,34.67633095216583,North
147,Chicken,Dairy,2023-01-03,395.71129159372674,Central
148,Chicken,Produce,2023-03-07,109.97725918285093,Central
149,Vegetables,Grains,2023-03-10,378.4306764202827,East
150,Vegetables,Dairy,2023-07-04,469.87565678574066,West
151,Milk,Grains,2023-05-25,484.83714716239604,North
152,Eggs,Produce,2023-04-05,319.7138392354503,East
153,Vegetables,Dairy,2023-09-08,454.6851188742905,North
154,Milk,Dairy,2023-05-05,120.82146335948875,East
155,Fruits,Grains,2023-09-17,44.45677971743816,North
156,Rice,Grains,2023-09-14,444.45014592142667,East
157,Fruits,Bakery,2023-09-25,185.49933359227208,West
158,Bread,Bakery,2023-10-20,36.64071976713301,Central
159,Rice,Dairy,2023-02-15,231.9939196530691,West
160,Fruits,Meat,2023-02-27,103.84209843378174,East
161,Vegetables,Bakery,2023-07-06,483.03408284918766,East
162,Chicken,Dairy,2023-11-11,20.142245800447995,East
163,Eggs,Dairy,2023-02-07,484.96394222330474,Central
164,Fruits,Produce,2023-08-21,86.35351473285145,South
165,Chicken,Dairy,2023-11-21,296.9245330069641,North
166,Milk,Meat,2023-05-27,360.6223130300964,North
167,Milk,Bakery,2023-12-16,175.57024887975203,Central
168,Chicken,Produce,2023-10-01,454.7275802725017,South
169,Vegetables,Grains,2023-11-07,128.46397729819174,North
170,Milk,Produce,2023-10-23,416.02567612971376,Central
171,Rice,Bakery,2023-05-26,281.06830869212723,East
172,Bread,Dairy,2023-09-29,91.37503078257747,South
173,Eggs,Bakery,2023-02-17,283.1591869708848,North
174,Vegetables,Bakery,2023-07-08,207.97876657834297,West
175,Vegetables,Bakery,2023-05-30,409.84432109297086,West
176,Rice,Grains,2023-10-24,162.59093101430574,North
177,Rice,Grains,2023-01-15,413.03500901583755,West
178,Milk,Produce,2023-08-01,401.45297512116775,North
179,Chicken,Dairy,2023-10-23,229.05811158871288,Central
180,Milk,Produce,2023-05-03,159.10334150363292,North
181,Vegetables,Grains,2023-08-05,359.3622639248229,North
182,Bread,Bakery,2023-09-02,265.5485729031849,Central
183,Bread,Produce,2023-06-29,329.52611110978455,East
184,Milk,Dairy,2023-10-07,490.3373989976844,South
185,Rice,Grains,2023-06-28,458.11133057210554,West
186,Bread,Produce,2023-07-11,193.3795670874325,West
187,Bread,Bakery,2023-10-13,81.96928715386196,South
188,Eggs,Bakery,2023-02-25,351.3082098506544,Central
189,Rice,Grains,2023-06-01,146.56926974573082,West
190,Rice,Grains,2023-03-05,27.320628378445242,West
191,Milk,Bakery,2023-08-03,116.84040365320836,West
192,Vegetables,Meat,2023-04-23,438.07694564667133,East
193,Milk,Dairy,2023-04-01,17.971976790161662,Central
194,Chicken,Produce,2023-06-04,254.89940466473436,East
195,Chicken,Bakery,2023-08-31,23.929694601840218,North
196,Bread,Produce,2023-12-23,393.5874038568241,South
197,Chicken,Bakery,2023-03-06,59.56010858001873,South
198,Fruits,Meat,2023-02-13,420.2258986741538,Central
199,Chicken,Produce,2023-03-16,227.8063030127117,West
200,Eggs,Dairy,2023-07-21,300.31122723648593,South
201,Chicken,Produce,2023-12-30,189.0842470124139,East
202,Milk,Produce,2023-11-03,91.00519174812646,East
203,Vegetables,Meat,2023-09-21,374.75446076713376,South
204,Fruits,Bakery,2023-10-06,399.03871806949195,East
205,Milk,Dairy,2023-01-28,420.56344934058427,East
206,Chicken,Produce,2023-10-31,226.33581184927218,North
207,Fruits,Bakery,2023-11-10,234.18990046749013,West
208,Vegetables,Grains,2023-08-15,95.37773088657448,North
209,Vegetables,Produce,2023-05-15,290.146041808433,Central
210,Eggs,Grains,2023-10-03,242.06525426528734,South
211,Fruits,Bakery,2023-11-23,396.49015566956024,East
212,Fruits,Bakery,2023-06-29,222.80326457198245,South
213,Bread,Grains,2023-03-02,67.05129945125339,East
214,Rice,Bakery,2023-08-31,347.21728690163303,East
215,Bread,Bakery,2023-07-11,201.40365792370534,South
216,Vegetables,Bakery,2023-04-21,453.5450504149683,North
217,Eggs,Produce,2023-11-03,62.83724480962225,South
218,Rice,Bakery,2023-08-03,23.622629603780826,South
219,Milk,Grains,2023-07-12,193.82246738921162,North
220,Fruits,Bakery,2023-12-29,46.181146287799216,West
221,Rice,Produce,2023-10-17,296.8647929130102,Central
222,Chicken,Grains,2023-04-27,406.52384462156255,North
223,Milk,Dairy,2023-04-03,235.80387010837484,East
224,Rice,Meat,2023-11-28,118.23533159227752,West
225,Eggs,Produce,2023-04-29,348.1613849621217,North
226,Vegetables,Grains,2023-09-16,264.0932561285576,South
227,Bread,Produce,2023-06-27,422.30723034084775,North
228,Fruits,Bakery,2023-10-25,282.0326793979799,South
229,Rice,Grains,2023-09-28,195.3663684594043,West
230,Vegetables,Dairy,2023-08-04,89.65944879202439,East
231,Eggs,Meat,2023-03-19,251.2453859304756,North
232,Chicken,Bakery,2023-07-20,179.89194496916323,West
233,Milk,Dairy,2023-12-02,178.2654427964215,East
234,Rice,Dairy,2023-02-12,379.2352688202625,East
235,Vegetables,Grains,2023-03-06,119.69574353696976,North
236,Rice,Produce,2023-03-25,377.7925506091279,North
237,Milk,Meat,2023-03-20,301.12196994899267,East
238,Eggs,Meat,2023-10-18,253.0553349674671,East
239,Eggs,Meat,2023-05-12,26.25900588346446,South
240,Rice,Meat,2023-03-31,68.4358337184502,South
241,Rice,Meat,2023-12-29,157.09275121600658,South
242,Milk,Bakery,2023-08-05,382.13491188704734,West
243,Fruits,Grains,2023-02-07,473.9704650926752,South
244,Milk,Meat,2023-08-23,287.1621705967707,East
245,Fruits,Dairy,2023-03-16,174.68404775237343,East
246,Rice,Bakery,2023-09-06,113.51836145337366,Central
247,Chicken,Produce,2023-10-13,346.84517406112684,East
248,Vegetables,Produce,2023-04-17,274.53428433577096,North
249,Vegetables,Bakery,2023-10-04,215.43244536175501,West
250,Bread,Dairy,2023-06-16,317.2207426294151,North
251,Fruits,Grains,2023-08-27,410.25344198839076,North
252,Eggs,Grains,2023-10-19,228.06751605273746,North
253,Rice,Bakery,2023-11-06,138.6822612883063,South
254,Milk,Meat,2023-04-09,135.70778656279452,East
255,Rice,Dairy,2023-12-28,335.326184327581,East
256,Chicken,Grains,2023-12-24,174.75615707747147,West
257,Milk,Produce,2023-08-07,350.0636076479806,North
258,Fruits,Grains,2023-10-20,37.223291543112985,West
259,Fruits,Bakery,2023-03-13,244.82211902152508,North
260,Rice,Meat,2023-01-31,31.94232261314145,South
261,Milk,Grains,2023-03-06,27.66329852936976,West
262,Fruits,Bakery,2023-11-17,316.4374984232267,North
263,Fruits,Bakery,2023-09-28,85.0571497897922,North
264,Vegetables,Produce,2023-01-14,22.77550253356012,South
265,Eggs,Bakery,2023-03-08,484.5390514891299,North
266,Milk,Meat,2023-10-26,388.194805790805,West
267,Chicken,Meat,2023-11-26,47.25288846205091,North
268,Chicken,Produce,2023-08-11,335.33816670766765,South
269,Eggs,Bakery,2023-02-10,426.4291032172759,North
270,Chicken,Grains,2023-10-22,453.2057071757213,North
271,Milk,Grains,2023-04-21,108.80602693668612,North
272,Fruits,Produce,2023-01-20,108.95206723022082,South
273,Milk,Dairy,2023-01-22,206.5497864592979,North
274,Chicken,Grains,2023-09-30,170.82776701004622,East
275,Eggs,Dairy,2023-08-24,187.1008666565315,West
276,Chicken,Dairy,2023-06-07,64.81784707355804,South
277,Fruits,Meat,2023-07-18,159.6129949459185,East
278,Milk,Produce,2023-04-19,409.5787971518775,North
279,Rice,Meat,2023-01-22,425.80141178820577,East
280,Bread,Produce,2023-04-12,220.89849563934197,East
281,Chicken,Bakery,2023-09-11,221.299662276828,North
282,Rice,Grains,2023-11-20,27.929165109554987,South
283,Bread,Grains,2023-05-23,363.47178488230827,West
284,Vegetables,Produce,2023-05-05,108.81104069729324,North
285,Milk,Grains,2023-01-04,271.0710761998427,East
286,Bread,Bakery,2023-07-25,331.5988086440455,South
287,Vegetables,Meat,2023-05-15,425.9537132771035,South
288,Vegetables,Grains,2023-01-28,297.6549817019275,North
289,Vegetables,Dairy,2023-07-08,486.4526997324653,Central
290,Eggs,Dairy,2023-03-27,407.35510632329726,East
291,Eggs,Produce,2023-10-20,101.97729493235317,Central
292,Chicken,Produce,2023-01-28,110.31737486097748,North
293,Eggs,Bakery,2023-07-25,229.08069850747148,East
294,Eggs,Produce,2023-05-23,156.24585999046633,Central
295,Eggs,Grains,2023-02-13,249.42505792434886,North
296,Rice,Bakery,2023-05-24,221.6452864153491,Central
297,Rice,Bakery,2023-07-18,207.16492552866492,North
298,Bread,Meat,2023-08-21,415.2060822464265,Central
299,Fruits,Produce,2023-05-25,450.63324654437537,South
300,Eggs,Produce,2023-09-21,8.67428764144461,South
301,Rice,Bakery,2023-11-12,187.1660535555214,South
302,Chicken,Produce,2023-12-07,157.6234934730893,East
303,Rice,Dairy,2023-10-26,353.8425195878382,South
304,Rice,Meat,2023-12-22,149.89635324411753,North
305,Eggs,Produce,2023-10-27,172.70923042390976,West
306,Vegetables,Produce,2023-07-04,423.46664393876034,Central
307,Fruits,Dairy,2023-10-03,416.8665230111926,North
308,Rice,Grains,2023-04-06,53.72779857663724,East
309,Milk,Meat,2023-10-30,42.40835787807745,West
310,Rice,Bakery,2023-01-18,14.339693764587095,South
311,Vegetables,Meat,2023-11-02,239.39419156018633,East
312,Eggs,Grains,2023-11-14,43.60351281510381,Central
313,Chicken,Grains,2023-04-27,383.28585294122115,North
314,Chicken,Bakery,2023-12-10,145.83328559521678,North
315,Fruits,Produce,2023-04-14,363.59339118246606,Central
316,Bread,Bakery,2023-07-25,37.62377780900121,North
317,Vegetables,Dairy,2023-05-02,222.22528372268695,North
318,Rice,Grains,2023-01-10,333.9465609800866,South
319,Rice,Meat,2023-01-22,201.88820026386156,Central
320,Eggs,Bakery,2023-07-02,361.639520003228,South
321,Chicken,Dairy,2023-11-26,232.88843165791673,East
322,Milk,Grains,2023-09-08,45.512598265874466,South
323,Vegetables,Produce,2023-10-31,22.34030133165767,South
324,Eggs,Grains,2023-06-13,20.173238404559434,West
325,Eggs,Dairy,2023-08-03,448.8213099731851,West
326,Rice,Dairy,2023-05-02,112.34959896823571,West
327,Rice,Grains,2023-06-22,141.16669423451418,South
328,Chicken,Meat,2023-09-10,304.6292036804026,South
329,Chicken,Bakery,2023-09-22,435.34550956043597,Central
330,Rice,Grains,2023-07-20,117.51958469981547,West
331,Milk,Produce,2023-07-06,439.6557333404073,West
332,Eggs,Grains,2023-09-16,296.9541433689112,South
333,Milk,Bakery,2023-01-19,25.272202535393777,North
334,Eggs,Meat,2023-01-15,155.15638494575052,East
335,Fruits,Meat,2023-05-28,475.40520762484147,East
336,Chicken,Grains,2023-04-12,212.91419940097467,North
337,Rice,Bakery,2023-11-03,282.34974464922806,Central
338,Vegetables,Produce,2023-04-23,150.83885501775032,East
339,Fruits,Bakery,2023-10-26,191.45986182461667,South
340,Vegetables,Dairy,2023-07-24,379.2791620242232,East
341,Rice,Meat,2023-02-24,43.121603624756524,West
342,Eggs,Meat,2023-04-19,13.064919291218715,East
343,Rice,Grains,2023-08-12,174.3896651168143,West
344,Milk,Grains,2023-08-05,467.514409950864,South
345,Milk,Meat,2023-12-01,477.68952208304813,South
346,Bread,Meat,2023-07-26,319.96386470785177,East
347,Bread,Grains,2023-01-13,139.91069346781973,South
348,Fruits,Produce,2023-05-12,331.2239405138891,North
349,Rice,Dairy,2023-09-30,50.362770414574825,Central
350,Bread,Bakery,2023-08-20,188.62720347454461,North
351,Eggs,Bakery,2023-01-13,64.3228226404728,West
352,Rice,Bakery,2023-11-05,288.05850915208964,West
353,Vegetables,Produce,2023-11-14,159.0231085567671,East
354,Rice,Produce,2023-08-01,246.82537123770703,North
355,Milk,Dairy,2023-03-03,405.32134703895235,East
356,Rice,Dairy,2023-10-28,82.07737333550153,North
357,Rice,Bakery,2023-01-22,490.42459359871094,East
358,Milk,Grains,2023-08-03,343.1839898715747,West
359,Bread,Dairy,2023-07-31,469.73722565820776,West
360,Eggs,Produce,2023-07-11,222.34675798713008,East
361,Chicken,Dairy,2023-01-18,349.2526124970095,South
362,Vegetables,Bakery,2023-03-16,145.36234940714357,East
363,Vegetables,Bakery,2023-10-13,471.0774539954238,South
364,Milk,Dairy,2023-01-02,240.77452645401598,North
365,Fruits,Produce,2023-05-23,125.93764605695284,Central
366,Vegetables,Produce,2023-06-27,400.8741578988614,Central
367,Vegetables,Grains,2023-03-23,337.86401306900456,North
368,Eggs,Grains,2023-05-02,85.45730174916453,South
369,Milk,Bakery,2023-12-02,82.9401067329544,Central
370,Fruits,Produce,2023-07-26,201.67978530579623,Central
371,Milk,Grains,2023-12-29,257.5413793419958,Central
372,Bread,Produce,2023-07-11,445.2511681299205,East
373,Chicken,Produce,2023-06-15,48.08596504528909,East
374,Rice,Meat,2023-06-03,197.88474592841925,East
375,Rice,Grains,2023-01-26,456.18130334390463,Central
376,Chicken,Meat,2023-03-07,362.8060616997105,Central
377,Milk,Grains,2023-09-19,349.05923412136434,East
378,Fruits,Bakery,2023-10-07,256.1908270847307,South
379,Vegetables,Meat,2023-08-08,479.2828751095968,West
380,Vegetables,Dairy,2023-08-10,499.6307628888705,North
381,Eggs,Bakery,2023-02-05,38.23319659699159,West
382,Vegetables,Grains,2023-01-28,21.79823909237183,North
383,Rice,Produce,2023-08-22,269.68529837343254,East
384,Milk,Meat,2023-05-25,162.03992776880818,Central
385,Fruits,Dairy,2023-05-25,119.97714446767314,West
386,Milk,Meat,2023-01-19,231.8424901926866,East
387,Rice,Grains,2023-02-19,277.2222312677814,North
388,Eggs,Grains,2023-05-11,127.17540249886392,East
389,Bread,Produce,2023-02-13,115.05134835315746,East
390,Fruits,Bakery,2023-09-25,351.28618503084436,East
391,Chicken,Grains,2023-03-22,132.5187382968488,Central
392,Eggs,Produce,2023-12-13,464.6147567796462,Central
393,Milk,Meat,2023-08-17,403.7582876498837,East
394,Milk,Meat,2023-07-04,471.61171471597777,West
395,Eggs,Meat,2023-01-18,299.7677358261129,East
396,Eggs,Meat,2023-08-14,324.11284779720836,North
397,Fruits,Meat,2023-10-15,342.3640843701871,East
398,Bread,Produce,2023-04-23,485.00782808024195,West
399,Milk,Dairy,2023-12-12,302.75541366272853,North
400,Vegetables,Bakery,2023-11-02,9.065615705948618,South
401,Chicken,Grains,2023-05-05,274.36554067204753,South
402,Rice,Bakery,2023-02-02,371.6082956814756,West
403,Rice,Grains,2023-09-29,127.05705316361761,West
404,Fruits,Produce,2023-12-03,490.0944905322789,Central
405,Chicken,Dairy,2023-11-10,20.7894393185966,North
406,Bread,Dairy,2023-07-25,152.24169183345003,North
407,Milk,Dairy,2023-02-28,299.99073803305487,East
408,Fruits,Produce,2023-06-30,88.61018567773958,Central
409,Chicken,Dairy,2023-09-29,474.91352292516683,East
410,Rice,Bakery,2023-12-02,168.4597947386117,Central
411,Milk,Bakery,2023-08-22,115.51581007330608,South
412,Fruits,Meat,2023-05-04,419.49105728033953,South
413,Eggs,Grains,2023-01-14,391.8791390650937,Central
414,Milk,Meat,2023-06-14,76.0537729144121,South
415,Milk,Dairy,2023-02-15,329.0526583716047,South
416,Rice,Dairy,2023-10-18,55.34823143987758,West
417,Rice,Grains,2023-05-15,217.61537454381042,South
418,Eggs,Meat,2023-08-10,188.04900316063797,North
419,Milk,Produce,2023-08-09,493.340844414775,West
420,Bread,Dairy,2023-06-15,79.99118308011843,North
421,Vegetables,Produce,2023-11-27,185.1795549018567,West
422,Fruits,Grains,2023-01-11,225.72785573020752,South
423,Bread,Produce,2023-03-10,59.6362591351945,North
424,Eggs,Produce,2023-12-30,479.0595102819801,North
425,Bread,Produce,2023-02-25,46.44801883632467,West
426,Eggs,Meat,2023-03-28,137.58226747092573,North
427,Fruits,Produce,2023-05-24,321.21341256116295,West
428,Rice,Meat,2023-07-11,208.43752806289393,South
429,Milk,Meat,2023-10-09,447.6257255381946,South
430,Vegetables,Meat,2023-02-03,452.2775298324959,North
431,Milk,Produce,2023-01-23,187.68174397177123,Central
432,Fruits,Grains,2023-08-01,121.68534441536096,East
433,Bread,Produce,2023-09-11,52.983458551430395,North
434,Vegetables,Grains,2023-05-21,174.06653084529586,North
435,Bread,Meat,2023-11-15,323.7081431260764,East
436,Rice,Grains,2023-07-21,493.6145974571268,Central
437,Bread,Produce,2023-08-08,34.945316600467535,East
438,Eggs,Meat,2023-02-04,483.87775763390306,East
439,Eggs,Dairy,2023-12-12,460.17392078216807,South
440,Eggs,Meat,2023-07-02,187.7167293176102,East
441,Milk,Bakery,2023-06-08,37.42770595402757,South
442,Rice,Meat,2023-07-14,190.71451653470535,East
443,Bread,Produce,2023-04-22,165.38933394598595,North
444,Eggs,Meat,2023-03-21,41.67002215387763,South
445,Vegetables,Produce,2023-04-21,378.7852016811049,Central
446,Chicken,Bakery,2023-11-19,233.3109138355783,South
447,Bread,Bakery,2023-12-20,62.2394205928585,West
448,Rice,Meat,2023-11-12,491.1611562690303,North
449,Rice,Grains,2023-05-17,396.9411100419571,Central
450,Bread,Bakery,2023-03-26,139.64154436144963,West
451,Milk,Produce,2023-09-23,479.74062891998165,West
452,Fruits,Dairy,2023-01-03,441.0276320040665,North
453,Vegetables,Meat,2023-03-14,495.43518215610817,North
454,Milk,Meat,2023-03-25,100.85942796840641,Central
455,Rice,Dairy,2023-05-03,240.8598908169775,West
456,Chicken,Bakery,2023-09-02,232.9090171264557,Central
457,Rice,Grains,2023-05-22,76.0060971884646,East
458,Vegetables,Dairy,2023-02-21,435.112984872567,North
459,Milk,Bakery,2023-03-17,5.184273928641057,East
460,Bread,Meat,2023-08-16,422.93240427890134,East
461,Bread,Grains,2023-03-20,255.26651178235272,East
462,Milk,Produce,2023-02-26,193.07314773081384,Central
463,Fruits,Meat,2023-12-09,49.90999650335286,South
464,Bread,Meat,2023-07-28,28.24971133722444,North
465,Milk,Meat,2023-06-12,141.22363657463276,West
466,Vegetables,Dairy,2023-02-12,60.411650995970604,East
467,Milk,Bakery,2023-06-03,103.0566287999361,North
468,Fruits,Grains,2023-01-05,237.91878071564238,Central
469,Rice,Dairy,2023-08-11,273.22503141496327,East
470,Chicken,Dairy,2023-04-20,408.6993703053211,South
471,Chicken,Produce,2023-04-13,186.67281095724317,East
472,Rice,Bakery,2023-03-29,303.14396935353363,South
473,Eggs,Meat,2023-07-09,380.2160666230172,North
474,Bread,Meat,2023-12-15,357.71737510252564,East
475,Bread,Bakery,2023-03-27,409.9960727973768,North
476,Fruits,Dairy,2023-02-25,141.44055873090684,West
477,Rice,Meat,2023-03-12,287.5083852110291,West
478,Eggs,Bakery,2023-02-28,52.284559877578765,East
479,Bread,Bakery,2023-05-21,23.610665965270154,East
480,Chicken,Grains,2023-04-21,491.9641615357107,Central
481,Eggs,Meat,2023-11-07,54.68359558604826,West
482,Chicken,Bakery,2023-03-03,253.062803453727,North
483,Rice,Meat,2023-03-28,95.21349503400414,East
484,Vegetables,Dairy,2023-05-29,313.98850772425527,North
485,Chicken,Bakery,2023-02-24,253.7696131233994,North
486,Milk,Bakery,2023-06-13,391.39178822474986,Central
487,Rice,Dairy,2023-05-30,120.3118339581498,West
488,Chicken,Dairy,2023-01-21,490.6009578053359,Central
489,Fruits,Produce,2023-10-07,262.69220351569686,East
490,Vegetables,Produce,2023-07-08,327.07631987703434,Central
491,Fruits,Bakery,2023-02-27,260.6320258558136,East
492,Rice,Grains,2023-05-31,312.7095799857684,West
493,Fruits,Grains,2023-06-06,94.73992603550994,South
494,Bread,Grains,2023-10-29,342.91524166962137,Central
